894157,0.026,-0.106,9.758
894187,0.052,-0.12,9.73
894217,0.002,-0.112,9.746
894247,-0.004,-0.12,9.748
894277,0.02,-0.108,9.738
894307,0.026,-0.122,9.732
894337,0.016,-0.11,9.728
894367,0.014,-0.106,9.734
894397,0.008,-0.088,9.744
894427,0,-0.122,9.742
894457,0.028,-0.106,9.73
894487,0.02,-0.106,9.706
894517,0.008,-0.132,9.726
894547,0.014,-0.124,9.732
894577,0.026,-0.104,9.742
894606,0,-0.1,9.734
894636,0.01,-0.106,9.754
894666,0.026,-0.084,9.714
894697,0.016,-0.114,9.738
894727,0.016,-0.112,9.724
894757,0.016,-0.11,9.724
894787,0.014,-0.102,9.75
894817,-0.002,-0.13,9.744
894847,0.024,-0.108,9.752
894877,0.024,-0.132,9.74
894908,0.006,-0.142,9.714
894938,0.014,-0.138,9.714
894968,0.02,-0.116,9.734
894997,-0.01,-0.144,9.726
895027,0.01,-0.142,9.72
895057,0.02,-0.116,9.724
895087,0.006,-0.13,9.738
895117,0.012,-0.128,9.734
895147,0.014,-0.142,9.73
895177,0.028,-0.142,9.76
895207,0.022,-0.124,9.74
895237,0.014,-0.106,9.762
895267,0.032,-0.128,9.756
895297,0.058,-0.118,9.758
895327,0.026,-0.138,9.726
895357,0.012,-0.114,9.75
895388,0.004,-0.14,9.726
895418,0.018,-0.128,9.752
895448,0.026,-0.126,9.736
895478,0.022,-0.104,9.726
895509,0.002,-0.112,9.736
895539,0.028,-0.114,9.742
895569,0.02,-0.116,9.728
895598,0.026,-0.104,9.736
895628,0.03,-0.128,9.726
895658,0.014,-0.13,9.72
895689,0.008,-0.13,9.72
895719,0.016,-0.124,9.73
895749,0.038,-0.122,9.732
895779,0.028,-0.128,9.754
895808,0.014,-0.104,9.73
895838,0.004,-0.126,9.736
895868,0.002,-0.128,9.744
895898,0.01,-0.128,9.736
895928,0.002,-0.104,9.728
895958,0.022,-0.112,9.738
895988,0.002,-0.13,9.732
896018,0.014,-0.13,9.73
896048,0.02,-0.112,9.748
896078,0.034,-0.124,9.718
896108,0.038,-0.118,9.736
896138,0.002,-0.114,9.72
896168,-0.006,-0.11,9.74
896199,0.01,-0.124,9.738
896229,0.028,-0.14,9.738
896259,0.042,-0.122,9.734
896289,0.008,-0.11,9.726
896319,0,-0.14,9.694
896349,0.014,-0.124,9.694
896379,0.042,-0.154,9.748
896409,0.036,-0.12,9.76
896439,-0.02,-0.122,9.746
896469,-0.002,-0.116,9.786
896499,0.04,-0.146,9.758
896529,0.04,-0.14,9.748
896559,0.012,-0.104,9.736
896589,-0.012,-0.106,9.744
896619,0.002,-0.112,9.726
896649,0.028,-0.13,9.742
896679,0.05,-0.128,9.714
896709,0.012,-0.138,9.714
896739,-0.002,-0.104,9.73
896769,0.008,-0.106,9.71
896799,0.032,-0.122,9.738
896829,0.01,-0.146,9.756
896859,0.034,-0.136,9.744
896890,-0.014,-0.124,9.736
896920,0.022,-0.14,9.736
896950,0.02,-0.142,9.748
896980,0.034,-0.15,9.76
897010,0.022,-0.14,9.738
897040,0.006,-0.118,9.718
897070,0.006,-0.128,9.73
897100,0.006,-0.116,9.72
897130,0.026,-0.118,9.748
897160,0.004,-0.134,9.75
897190,0.008,-0.13,9.732
897220,0.016,-0.108,9.73
897250,0.034,-0.128,9.75
897280,0.022,-0.13,9.756
897310,0,-0.112,9.756
897340,0.016,-0.112,9.768
897370,0.042,-0.14,9.752
897400,0.032,-0.128,9.768
897430,0.012,-0.118,9.734
897460,0.014,-0.13,9.74
897490,0.026,-0.112,9.754
897520,0.024,-0.14,9.756
897550,0.018,-0.118,9.732
897580,0.036,-0.14,9.732
897611,0,-0.106,9.728
897641,0.014,-0.134,9.748
897671,0.026,-0.136,9.712
897701,0.01,-0.136,9.734
897731,0.006,-0.134,9.744
897761,-0.008,-0.108,9.73
897862,0.026,-0.13,9.738
897892,0,-0.122,9.718
897922,0.032,-0.122,9.744
897952,0.02,-0.136,9.732
930679,0.018,-0.15,9.748
930709,0.026,-0.132,9.728
930739,0.014,-0.118,9.67
930769,0.004,-0.152,9.652
930799,0,-0.12,9.674
930829,0.062,-0.116,9.724
930859,0.028,-0.136,9.75
930889,0,-0.132,9.772
930919,0.034,-0.112,9.774
930949,0.026,-0.15,9.762
930979,0.004,-0.136,9.762
931009,-0.002,-0.08,9.756
931039,0.016,-0.128,9.762
931069,0.058,-0.148,9.75
931099,0.028,-0.138,9.736
931129,0,-0.154,9.702
931160,-0.026,-0.052,9.856
931190,0.084,-0.124,9.85
931220,-0.018,-0.214,9.452
931250,0.058,-0.122,9.502
931280,0.016,-0.076,9.748
931310,-0.002,-0.184,9.866
931340,-0.032,-0.14,9.784
931370,0.038,-0.05,9.828
931400,0.03,-0.154,9.898
931430,0.01,-0.172,9.81
931459,0.058,-0.086,9.712
931489,-0.038,-0.146,9.76
931519,0.032,-0.134,9.738
931549,0.036,-0.076,9.736
931580,0.026,-0.15,9.776
931610,-0.018,-0.152,9.73
931640,0.056,-0.106,9.732
931670,0.028,-0.114,9.754
931700,-0.006,-0.16,9.746
931730,0.028,-0.098,9.718
931760,0.034,-0.112,9.732
931790,0.002,-0.17,9.748
931820,0.006,-0.132,9.74
931851,0.038,-0.096,9.728
931881,-0.006,-0.156,9.744
931911,0.016,-0.124,9.744
931941,0.034,-0.104,9.748
931970,0,-0.152,9.73
932000,0.02,-0.116,9.732
932030,0.002,-0.102,9.718
932060,0.002,-0.122,9.746
932090,0.026,-0.136,9.768
932120,0.024,-0.134,9.736
932150,0.014,-0.132,9.744
932180,0.028,-0.128,9.74
932210,0.032,-0.042,9.748
932240,-0.088,-0.118,9.692
932270,-0.024,-0.162,9.654
932300,0.092,-0.106,9.738
932330,0.1,-0.186,9.808
932360,0,-0.148,9.744
932390,-0.058,-0.064,9.688
932420,-0.014,-0.12,9.78
932450,0.088,-0.152,9.87
932480,0.092,-0.11,9.756
932510,-0.022,-0.142,9.674
932540,-0.044,-0.088,9.722
932572,-0.008,-0.076,9.742
932602,0.058,-0.14,9.702
932632,0.044,-0.162,9.682
932661,0.064,-0.116,9.73
932691,-0.002,-0.08,9.756
932721,-0.036,-0.13,9.73
932751,0.032,-0.098,9.744
932781,0.078,-0.134,9.726
932811,0.012,-0.148,9.73
932841,0,-0.096,9.738
932871,0,-0.1,9.736
932901,0.004,-0.146,9.718
932931,0.046,-0.136,9.742
932961,0.036,-0.126,9.732
932991,0.008,-0.124,9.762
933021,-0.01,-0.142,9.756
933052,-0.016,-0.094,9.75
933082,0.028,-0.148,9.732
933112,0.026,-0.134,9.726
933142,0.062,-0.134,9.732
933172,0,-0.082,9.724
933202,0.008,-0.158,9.732
933232,0.004,-0.098,9.732
933261,0.028,-0.124,9.736
933291,0.02,-0.13,9.722
933321,-0.002,-0.142,9.758
933352,-0.006,-0.092,9.752
933382,0.016,-0.128,9.726
933412,0.034,-0.154,9.754
933442,0.032,-0.14,9.724
933472,0.02,-0.128,9.752
933502,0.006,-0.096,9.706
933532,0.002,-0.13,9.738
933562,0.024,-0.132,9.75
933592,0.034,-0.128,9.738
933622,0,-0.11,9.738
933652,0.002,-0.11,9.712
933682,0.006,-0.106,9.734
933712,0.006,-0.12,9.73
933742,0.024,-0.094,9.736
933772,0.02,-0.124,9.746
933802,0.012,-0.126,9.73
933832,0.03,-0.126,9.726
933863,0.006,-0.118,9.736
933893,0.026,-0.148,9.712
933923,0.02,-0.116,9.74
933953,-0.014,-0.108,9.75
933983,0.014,-0.136,9.744
934013,0.004,-0.118,9.744
934043,0.038,-0.13,9.72
934073,0.02,-0.126,9.738
934103,0.008,-0.138,9.742
934133,0,-0.088,9.736
934163,0.024,-0.15,9.726
934193,0.012,-0.138,9.76
934223,0.028,-0.134,9.742
934254,0,-0.124,9.734
934284,0.012,-0.12,9.73
934314,0.018,-0.138,9.75
934344,0.02,-0.124,9.72
934373,0.016,-0.128,9.71
934403,0,-0.13,9.702
934433,0.024,-0.14,9.718
934463,0.01,-0.118,9.72
934493,0.036,-0.13,9.718
934523,0.018,-0.128,9.748
934554,0.016,-0.118,9.742
934584,0.016,-0.1,9.752
934614,0.018,-0.128,9.726
934644,0.002,-0.14,9.74
934674,0.028,-0.128,9.72
934704,0.01,-0.124,9.738
934734,0.01,-0.116,9.744
934764,-0.002,-0.112,9.746
934794,0.002,-0.134,9.756
934824,0.032,-0.126,9.736
934854,0.022,-0.124,9.72
934884,0.01,-0.128,9.728
934914,0.012,-0.112,9.724
934944,0.01,-0.126,9.756
934974,0.026,-0.134,9.752
935004,0.004,-0.146,9.744
935034,0,-0.12,9.746
935064,0.01,-0.114,9.754
935094,0.016,-0.14,9.73
935124,0.016,-0.136,9.732
935154,0.02,-0.122,9.744
935184,0.01,-0.14,9.73
935214,-0.002,-0.104,9.742
935244,0.02,-0.14,9.732
935274,0.038,-0.144,9.726
935304,0.014,-0.128,9.748
935334,0.004,-0.12,9.726
935365,0.022,-0.122,9.738
935395,0.018,-0.122,9.744
935425,0.022,-0.12,9.754
935454,0.03,-0.128,9.736
935484,0.008,-0.132,9.748
935514,0.002,-0.128,9.732
935544,0.024,-0.116,9.718
935574,0.022,-0.118,9.75
935604,0.028,-0.13,9.74
935634,0.016,-0.116,9.732
935664,0.022,-0.114,9.742
935694,0.034,-0.142,9.724
935724,0.002,-0.128,9.71
935754,0.028,-0.13,9.712
935784,0.014,-0.106,9.748
935814,0.014,-0.128,9.744
935844,0.014,-0.116,9.746
935874,0.022,-0.14,9.722
935904,0.014,-0.13,9.732
935934,0.03,-0.12,9.736
935965,0.024,-0.144,9.732
935995,0,-0.132,9.74
936025,-0.004,-0.118,9.726
936054,0.008,-0.132,9.728
936084,0.03,-0.114,9.726
936114,0.038,-0.122,9.756
936144,0.022,-0.132,9.75
936174,0.002,-0.13,9.726
936204,0.012,-0.112,9.746
936234,0.014,-0.106,9.738
936266,0.028,-0.13,9.738
936296,0.008,-0.122,9.752
936326,0.008,-0.094,9.742
936355,0.004,-0.112,9.74
936385,0.008,-0.124,9.734
936415,0.016,-0.12,9.766
936445,0.026,-0.124,9.738
936475,0.002,-0.112,9.728
936505,0.004,-0.124,9.72
936535,0.01,-0.128,9.712
936565,0.02,-0.138,9.738
936595,0.016,-0.136,9.744
936625,0.012,-0.126,9.73
936655,0.026,-0.146,9.736
936685,0.018,-0.13,9.734
936715,0.04,-0.128,9.744
936745,0.004,-0.116,9.738
936775,0.04,-0.14,9.738
936805,0.008,-0.118,9.764
936835,0.002,-0.138,9.732
936865,0,-0.116,9.738
936895,0.014,-0.122,9.732
936925,0.004,-0.128,9.742
936956,0.014,-0.136,9.738
936986,0.016,-0.13,9.738
937016,0.02,-0.106,9.702
937046,0.014,-0.124,9.732
937076,0.02,-0.118,9.736
937106,0,-0.11,9.72
937136,0.018,-0.12,9.748
937167,0.012,-0.124,9.75
937197,0.01,-0.124,9.736
937227,0.014,-0.118,9.732
937256,0.018,-0.13,9.742
937286,0.004,-0.124,9.748
937316,0.004,-0.114,9.734
937346,0.016,-0.14,9.732
937376,0.01,-0.118,9.724
937406,0.02,-0.106,9.738
937436,-0.002,-0.124,9.716
937466,0.02,-0.136,9.718
937496,0.032,-0.122,9.75
937526,0.018,-0.122,9.726
937556,0.002,-0.116,9.754
937586,-0.002,-0.134,9.72
937616,0.014,-0.138,9.732
937646,0.03,-0.114,9.726
937676,0.004,-0.134,9.738
937706,0.018,-0.116,9.742
937736,0.02,-0.126,9.732
937767,0.02,-0.13,9.73
937797,0.016,-0.138,9.732
937827,0.008,-0.122,9.742
937857,0.01,-0.128,9.76
937887,0.004,-0.142,9.726
937917,0.014,-0.14,9.716
937947,0.036,-0.118,9.738
937977,0.02,-0.12,9.718
938007,0.016,-0.124,9.724
938037,0.022,-0.106,9.736
938067,0.008,-0.132,9.74
938097,0.016,-0.134,9.73
938127,0,-0.12,9.738
938157,0.018,-0.124,9.726
938187,0.024,-0.11,9.726
938217,0.006,-0.114,9.716
938247,0.014,-0.124,9.742
938278,0.014,-0.116,9.736
938308,0.002,-0.114,9.748
938338,0.022,-0.112,9.72
938367,0.02,-0.114,9.748
938397,0.02,-0.104,9.726
938427,0.044,-0.098,9.724
938457,0.022,-0.094,9.748
938487,0.032,-0.106,9.75
938517,0.026,-0.11,9.746
938547,0.014,-0.12,9.728
938578,0.022,-0.094,9.736
938608,0.002,-0.098,9.734
938638,0.024,-0.114,9.714
938668,0.016,-0.112,9.734
938698,0.014,-0.096,9.726
938728,0.036,-0.098,9.748
938758,0.02,-0.118,9.728
938788,0,-0.108,9.714
938818,0.026,-0.106,9.708
938848,0.016,-0.11,9.75
938878,0.03,-0.092,9.718
938908,0.022,-0.106,9.738
938938,0.038,-0.1,9.748
938968,0.026,-0.092,9.72
938998,0.016,-0.102,9.738
939028,0.016,-0.118,9.714
939058,0,-0.114,9.74
939088,0.014,-0.112,9.718
939118,0.028,-0.092,9.734
939148,0.012,-0.112,9.74
939179,0.016,-0.1,9.718
939209,0.008,-0.092,9.744
939239,0.038,-0.106,9.726
939268,0.008,-0.112,9.742
939298,0.012,-0.11,9.734
939328,0.002,-0.098,9.752
939358,0.006,-0.106,9.76
939388,-0.002,-0.11,9.742
939418,0.028,-0.106,9.718
939448,0.006,-0.114,9.744
939478,0.016,-0.106,9.744
939508,0.01,-0.098,9.736
939538,0.004,-0.106,9.738
939568,0.02,-0.11,9.732
939598,0.022,-0.126,9.728
939628,0.04,-0.114,9.734
939658,0,-0.106,9.744
939688,0.016,-0.104,9.75
939718,0.03,-0.106,9.742
939748,0.03,-0.118,9.744
939778,0.028,-0.11,9.708
939808,0.008,-0.088,9.718
939838,0.026,-0.124,9.734
939869,0.022,-0.104,9.76
939899,0.02,-0.11,9.73
939929,0.036,-0.098,9.736
939958,0.028,-0.096,9.732
939988,0.024,-0.114,9.734
940018,0.01,-0.114,9.718
940048,0.012,-0.092,9.734
940078,0.012,-0.128,9.74
940108,0.006,-0.112,9.748
940138,0,-0.104,9.732
940168,0.006,-0.112,9.75
940198,0.022,-0.112,9.714
940228,0.014,-0.114,9.714
940260,0.014,-0.108,9.766
940290,0.02,-0.096,9.73
940320,0.04,-0.122,9.73
940349,0.038,-0.1,9.726
940379,-0.002,-0.104,9.706
940409,0.014,-0.112,9.734
940439,0.036,-0.116,9.76
940469,0.012,-0.112,9.722
940499,0.022,-0.124,9.714
940529,0.02,-0.136,9.726
940559,0.012,-0.102,9.752
940589,0.022,-0.116,9.736
940619,0.004,-0.098,9.738
940649,0.016,-0.104,9.744
940679,0.022,-0.106,9.708
940709,0.008,-0.106,9.73
940739,0.004,-0.11,9.742
940769,0.01,-0.112,9.736
940799,0.01,-0.094,9.74
940829,-0.01,-0.106,9.738
940859,0.014,-0.11,9.74
940889,0.012,-0.08,9.726
940919,0.014,-0.12,9.732
940950,0.016,-0.116,9.724
940980,0.028,-0.1,9.73
941010,0.026,-0.098,9.756
941040,0,-0.094,9.736
941071,0.002,-0.1,9.732
941101,0.022,-0.102,9.728
941131,0.022,-0.106,9.72
941160,-0.004,-0.082,9.744
941190,0.016,-0.118,9.726
941220,0,-0.1,9.726
941251,0.032,-0.106,9.746
941281,-0.002,-0.112,9.726
941311,0.022,-0.11,9.736
941341,0.018,-0.086,9.738
941371,0.022,-0.116,9.75
941401,0.028,-0.118,9.756
941431,0.018,-0.118,9.744
941460,0.014,-0.104,9.724
941490,0.016,-0.11,9.732
941520,0.02,-0.108,9.73
941551,0.014,-0.092,9.738
941581,0.022,-0.116,9.72
941611,0.02,-0.104,9.736
941641,0.004,-0.112,9.746
941671,0.014,-0.106,9.724
941701,0.016,-0.116,9.724
941731,0.012,-0.112,9.718
941761,0.01,-0.112,9.766
941791,0.006,-0.124,9.758
941821,0.022,-0.118,9.73
941851,0.008,-0.118,9.734
941881,0.022,-0.112,9.732
941911,0.002,-0.116,9.712
941941,0.002,-0.094,9.73
941971,0,-0.094,9.744
942001,0.016,-0.086,9.724
942031,0.038,-0.112,9.726
942061,0.026,-0.122,9.73
942091,0,-0.122,9.726
942121,-0.002,-0.116,9.726
942151,0.016,-0.1,9.742
942181,0.022,-0.114,9.748
942211,0.028,-0.11,9.724
942241,0.022,-0.134,9.736
942271,0.01,-0.116,9.732
942301,0.008,-0.094,9.718
942331,0.026,-0.094,9.748
942362,0,-0.118,9.746
942392,0.018,-0.106,9.732
942422,0.01,-0.104,9.724
942452,0.018,-0.116,9.748
942482,0.016,-0.114,9.73
942512,0.04,-0.124,9.72
942542,0.022,-0.11,9.728
942572,0.034,-0.118,9.738
942602,0.022,-0.11,9.758
942632,0.026,-0.11,9.742
942662,0.022,-0.118,9.744
942692,0.026,-0.118,9.738
942722,0.022,-0.11,9.75
942752,0.024,-0.1,9.748
942782,0.03,-0.114,9.726
942812,0.018,-0.116,9.748
942842,0.014,-0.104,9.706
942872,0.024,-0.108,9.738
942902,0.006,-0.112,9.726
942932,0.016,-0.104,9.736
942962,0.012,-0.104,9.714
942992,0.012,-0.116,9.748
943022,0.02,-0.106,9.738
943053,0.036,-0.112,9.736
943083,0.002,-0.082,9.716
943113,0.016,-0.124,9.736
943143,0.014,-0.136,9.75
943173,0.02,-0.11,9.77
943203,0.02,-0.076,9.732
943233,0.008,-0.104,9.704
943263,0.016,-0.152,9.75
943293,-0.016,-0.1,9.74
943323,0.038,-0.104,9.744
943353,0.002,-0.114,9.714
943383,0.014,-0.156,9.732
943413,0,-0.082,9.75
943443,0.018,-0.128,9.766
943472,-0.014,-0.11,9.722
943502,0.016,-0.088,9.732
943532,0.028,-0.11,9.744
943563,0.05,-0.124,9.76
943593,0.02,-0.1,9.754
943623,0.01,-0.086,9.77
943652,0.002,-0.106,9.744
943682,0.028,-0.102,9.73
943712,0.03,-0.114,9.754
943742,0.022,-0.09,9.734
943773,0.016,-0.114,9.712
943803,0.032,-0.092,9.756
943833,0.038,-0.128,9.75
943863,0.02,-0.13,9.76
943893,0.014,-0.094,9.75
943923,-0.008,-0.112,9.76
943953,0.002,-0.128,9.732
943983,0.026,-0.104,9.734
944013,0.026,-0.122,9.708
944043,0.008,-0.122,9.722
944073,-0.01,-0.074,9.736
944103,0.014,-0.098,9.726
944133,0.028,-0.118,9.71
944163,0.036,-0.122,9.726
944193,0,-0.098,9.732
944223,-0.002,-0.1,9.704
944254,0,-0.098,9.738
944284,0.006,-0.094,9.76
944314,0.028,-0.094,9.748
944344,0.012,-0.118,9.736
944373,0.008,-0.104,9.726
944403,0.022,-0.092,9.752
944433,0.02,-0.11,9.718
944464,0.004,-0.092,9.738
944494,0.02,-0.108,9.76
944524,0.002,-0.112,9.726
944553,0.022,-0.13,9.718
944583,0.01,-0.116,9.738
944613,0.014,-0.11,9.756
944643,0.004,-0.12,9.736
944673,0.02,-0.096,9.722
944703,0.016,-0.11,9.734
944733,0.032,-0.11,9.726
944764,0.002,-0.092,9.742
944794,0.014,-0.114,9.732
944824,-0.002,-0.106,9.744
944853,-0.008,-0.08,9.76
944883,0.02,-0.11,9.71
944913,0.004,-0.104,9.752
944943,0.006,-0.1,9.742
944973,0.02,-0.098,9.734
945003,0.008,-0.102,9.726
